gene	WT_0.5mM	WT_10mM	arp6_0.5mM	arp6_10mM	cluster_6_pearson	cluster_6_pearson_color
AT3G54440	0.5261907557659525	1.0126193212216688	-0.9018735178414717	-0.6369365591461493	6	#FDB462
AT1G53070	-0.9956012789660705	-0.4895762099850518	0.85288823923271	0.6322892497184119	2	#FFFFB3
AT5G57710	0.8270719239824145	0.9075790050431283	-0.8531926855068553	-0.8814582435186892	3	#BEBADA
AT5G43760	1.028028372601579	0.8481581755088272	-0.958218752037511	-0.9179677960728962	3	#BEBADA
AT2G05990	-0.7482811087919776	-0.6857474586554516	0.7460485250159697	0.6879800424314614	2	#FFFFB3
AT1G05870	1.2408506066787257	0.28539260325714366	-0.49277104230150626	-1.0334721676343628	3	#BEBADA
AT2G38230	-0.19127892046833767	1.148648424982903	-0.4235922842054169	-0.5337772203091495	6	#FDB462
AT3G02360	-0.901444243660883	-0.6815156838865777	0.975815206951777	0.6071447205956843	2	#FFFFB3
AT3G55480	1.1101319916204315	0.5831830377616265	-0.743791250509681	-0.9495237788723785	3	#BEBADA
AT4G10690	-0.4488106841836346	-0.9599507029824436	0.8759470530473367	0.5328143341187407	1	#8DD3C7
AT5G28626	-0.7426925211429608	-1.0597465778889419	0.9509196670832368	0.8515194319486663	1	#8DD3C7
AT3G49725	-0.8713091368102506	-0.7503111550342055	0.6553101830016917	0.966310108842764	2	#FFFFB3
AT5G47930	1.065508605639299	0.7905389946685863	-0.9154081322295429	-0.940639468078342	3	#BEBADA
AT2G24990	0.5951976769924978	1.0863693400806576	-0.7609716222799855	-0.92059539479317	3	#BEBADA
AT1G64950	0.14318171921685832	1.1598874623218212	-0.5020087284419498	-0.8010604530967298	6	#FDB462
AT2G21850	-0.6505314370088237	-1.1601542865250376	0.8664198738971427	0.9442658496367194	1	#8DD3C7
AT3G09800	-1.1692275107470476	-0.5204240739582827	0.5634916885081206	1.12615989619721	2	#FFFFB3
AT2G02760	1.1620709937899336	0.5588279871995719	-0.9835754258423771	-0.7373235551471269	3	#BEBADA
AT3G04605	1.1293055446360136	0.648973063422076	-0.7470860891257272	-1.0311925189323632	3	#BEBADA
AT1G15880	1.1295454152219753	0.7534409233284081	-0.9321061860441678	-0.9508801525062148	3	#BEBADA
AT5G64550	-0.5989054354604418	-0.8255799235902709	0.7233481864130376	0.7011371726376746	1	#8DD3C7
AT5G47760	-0.927757508444105	-0.8698449245850849	0.8726711924488306	0.9249312405803598	2	#FFFFB3
AT1G10930	0.8324775523424348	0.5907000933083014	-0.5838435687748397	-0.8393340768758956	3	#BEBADA
AT5G64650	0.9313722164510934	0.7668948953319437	-0.8389959916198927	-0.859271120163145	3	#BEBADA
AT2G18700	0.446664763851112	0.7356747341013881	-0.3886729949406998	-0.7936665030117993	3	#BEBADA
AT3G06430	-1.4227479469791535	-0.10491939489529602	0.6700584289480954	0.8576089129263513	2	#FFFFB3
AT2G17420	1.0294296247108978	0.879390286393667	-0.9563451776816296	-0.9524747334229353	3	#BEBADA
AT1G11260	0.8329632131591621	0.6915674028060573	-0.8355778975385849	-0.688952718426633	3	#BEBADA
AT1G56450	-0.21909854955638472	-1.2036417045728771	0.9438157805760464	0.478924473553217	1	#8DD3C7
AT5G58700	0.09593023134157407	-1.2927296993797235	0.7649597157487215	0.4318397522894265	1	#8DD3C7
AT1G08880	-0.8801420267665185	-0.9820685039047743	1.051370751356799	0.8108397793144929	2	#FFFFB3
AT4G17550	-0.8463726150421444	-0.9816326825173995	1.0696995995892427	0.7583056979703007	2	#FFFFB3
AT2G17120	-1.0142989398067306	-0.7994666694752769	0.8137403802590111	1.0000252290229967	2	#FFFFB3
AT5G66240	0.986800637166628	0.7981082155973377	-0.8185876243206976	-0.9663212284432674	3	#BEBADA
AT1G22440	1.2759369167755343	0.5438118505432763	-0.8971387910432094	-0.9226099762756012	3	#BEBADA
AT3G61550	-0.5939417669535402	-0.8675289780642729	0.8337107807500608	0.6277599642677512	1	#8DD3C7
AT3G26460	-0.9131438336256181	-0.9529141681827791	0.9950025477895003	0.8710554540188973	2	#FFFFB3
AT3G05040	1.36915403907203	0.14707688175524095	-0.4673203211147194	-1.04891059971255	3	#BEBADA
